item_name,item_id,item_category_id,cleaned_name
1С:Аудиокниги. Жюль Верн. Пятнадцатилетний капитан (Jewel),249,45,1саудиокниги жюль верн пятнадцатилетний капитан 
1С:Аудиокниги. Замятин Е.И. Мы. Роман-антиутопия [Цифровая версия],250,44,1саудиокниги замятин еи мы романантиутопия 
1С:Аудиокниги. Знаменитые произведения русских писателей ( [Цифровая версия],251,44,1саудиокниги знаменитые произведения русских писателей 
1С:Аудиокниги. Золотая коллекция классики для детей (Jewel),252,45,1саудиокниги золотая коллекция классики для детей 
"1С:Аудиокниги. И.Ильф, Е.Петров. 12 стульев (Jewel)",253,45,1саудиокниги иильф епетров 12 стульев 
"1С:Аудиокниги. Илья Ильин. Если бы я был робинзоном. Забавные рассказы от главного редактора журнала ""Ералаш""[PC, Цифровая версия]",254,44,1саудиокниги илья ильин если бы я был робинзоном забавные рассказы от главного редактора журнала ералаш
"1С:Аудиокниги. Истории о смелых и находчивых. Коллекция детских аудиоспектакл  [PC, Цифровая версия]",255,44,1саудиокниги истории о смелых и находчивых коллекция детских аудиоспектакл 
1С:Аудиокниги. История государства Российского. От Рюрика до царя Иоанна IV Васильевича [Цифровая ве,256,44,1саудиокниги история государства российского от рюрика до царя иоанна iv васильевича цифровая ве
1С:Аудиокниги. Карамзин Н.М. История государства Российского. От Иоанна Грозного до Лжедимитр(Jewel),257,45,1саудиокниги карамзин нм история государства российского от иоанна грозного до лжедимитр
1С:Аудиокниги. Карамзин Н.М. История государства Российского. От Рюрика до царя Иоанна IV(Jewel),258,45,1саудиокниги карамзин нм история государства российского от рюрика до царя иоанна iv
1С:Аудиокниги. Киплинг Р. Сказки и легенды (Digipack),259,45,1саудиокниги киплинг р сказки и легенды 
"1С:Аудиокниги. Киплинг Р. Сказки и легенды [PC, Цифровая версия]",260,44,1саудиокниги киплинг р сказки и легенды 
"1С:Аудиокниги. Кириллов К., Обердерфер Д. Как сделать бизнес в России и не прогореть [PC, Цифровая в",261,44,1саудиокниги кириллов к обердерфер д как сделать бизнес в россии и не прогореть pc цифровая в
"1С:Аудиокниги. Кириллов К., Обердерфер Д. Как стать богатым в России [PC, Цифровая версия]",262,44,1саудиокниги кириллов к обердерфер д как стать богатым в россии 
"1С:Аудиокниги. Кириллов К., Обердерфер Д. Как стать миллионером на одну зарплату",263,45,1саудиокниги кириллов к обердерфер д как стать миллионером на одну зарплату
